Label,Protien,structure derived hydrophobicity value,Polarizability,Normalized frequency of alpha-helix,Normalized frequency of beta-strand,Normalized frequency of turn,Hydrophobicity at ph 7.5 by HPLC,Size,Consensus normalized hydrophobicity scale,Hydrophobicity index base on helix in membrane,Molecular weight,Hydrophobic parameter,Van der waals volume,Polarity (driven from amino acids),Volume,Compressibility,Average long range contact energy,Average medium range contact energy,Long range non bounded energy,Mean RMS fluctuational displacement,Refractive index,Solvent accessible reduction,Total non bounded energy,Unfolding entropy change of hydration,Unfolding hydration heat capacity change,Retention coefficient (retention times PH= 7.0),Amino acids partition energy,PKa COOH,Hydrophilicity value (driven from free amino acids),Absolute entropy,Entropy of formation,Buried and accessible molar fraction ratio,Energy of transfer from inside to outside,Flexibility for one rigid residue,Side chain interaction parameter,Side chain volume,Hydropathy index,Average surrounding hydrophobicity,Average reduced distance for side chain,Side chain orientation angle,Ave number of nearest neighbour in chian,Average Volume of surrounding residues,Hydrophobicity scale (contact energy derived from 3D data),Partition coefficient,Average gain in surrounding hydrophobicity,Surrounding hydrophobicity in alpha-helix,Surrounding hydrophobicity in beta-sheet,Surrounding hydrophobicity in turn,Surrounding hydrophobicity in folded form,Average number of surrounding residues,Membrane buried helix parameter,Mean fractional area loss (f),Flexibility,Hydration potential (transfer vapour phrase to water at ph 7),Bulkiness,Polarity (driven from amino acids in proteins)
Fold1,>P0C0N4,94.05999999999996,83.50000000000013,96.67,112.73000000000019,68.44,125.82999999999997,133.28999999999988,138.35000000000005,90.44999999999992,88.72000000000013,101.48,91.69000000000004,66.18999999999994,102.84000000000006,119.35999999999979,105.67000000000003,112.8,100.35,92.89999999999988,83.76000000000003,90.97999999999993,120.00000000000001,104.89000000000006,111.33000000000001,108.69000000000004,86.50999999999998,138.2599999999999,87.77000000000004,104.42999999999986,87.31999999999998,65.83000000000004,127.82000000000005,96.9399999999999,89.0700000000001,104.40000000000006,110.44999999999993,101.00999999999988,90.45000000000009,112.78000000000004,74.12999999999998,101.6800000000001,105.88999999999992,88.50000000000003,92.34,94.23999999999991,109.8099999999998,80.01,95.89000000000006,98.32000000000008,119.48000000000006,117.9400000000001,75.54999999999991,145.98000000000005,144.41999999999993,42.06000000000003
Fold1,>Q2FV54,264.0399999999999,246.97999999999956,297.2299999999999,324.81999999999897,242.88999999999996,359.6,392.3300000000005,415.0699999999996,269.29,268.0700000000014,287.69000000000096,272.77000000000027,232.77000000000007,301.8300000000008,363.68000000000006,302.6300000000004,337.06,289.18000000000063,331.8599999999995,249.45999999999995,254.13999999999925,354.28000000000134,300.80000000000035,307.1499999999996,303.06999999999937,294.3300000000007,439.49000000000103,296.5999999999999,301.2899999999991,256.68000000000046,184.1900000000001,380.02999999999946,332.5700000000003,297.51000000000005,306.0499999999994,316.5200000000005,282.75000000000057,318.38999999999993,317.46000000000026,246.15999999999883,289.88000000000096,292.0300000000003,313.15999999999997,259.43999999999926,274.6700000000008,330.24999999999983,222.79999999999973,263.16000000000116,278.3399999999997,347.40000000000197,338.3399999999997,266.7499999999998,443.88000000000255,421.2000000000015,143.14999999999998
Fold1,>P0A4D8,188.44999999999996,198.32000000000016,266.40000000000026,235.07999999999876,233.92999999999992,258.30999999999995,325.83999999999963,318.8599999999992,222.4000000000002,223.76000000000073,194.96000000000046,221.7600000000002,256.4999999999996,239.43,298.6299999999991,217.7600000000007,298.8100000000001,212.0400000000003,335.65999999999946,200.45999999999975,178.39999999999915,272.84999999999997,227.74000000000024,208.3299999999999,210.75999999999993,299.2100000000007,371.53000000000134,312.5099999999996,254.30999999999975,227.53000000000043,131.3599999999997,297.8299999999993,329.6600000000008,300.2799999999992,242.24999999999977,227.2700000000002,200.23000000000084,325.6800000000002,236.1799999999999,221.73999999999944,228.12000000000066,201.67999999999984,329.67000000000024,184.3400000000001,221.48000000000027,264.3099999999993,167.65999999999988,179.6400000000005,197.12000000000018,254.1200000000007,252.43999999999943,281.25999999999954,351.3600000000008,328.4200000000004,178.00999999999982
Fold1,>P35865,241.29999999999973,179.94000000000028,237.62000000000046,279.4199999999991,201.7200000000001,325.63000000000034,289.78999999999985,370.2199999999998,194.5600000000002,193.59000000000074,257.7800000000014,197.75000000000028,167.77000000000012,219.63000000000036,267.9599999999993,280.8200000000002,267.62000000000006,264.5500000000004,264.3400000000001,188.76999999999998,226.72999999999934,341.0000000000007,234.33000000000047,248.26999999999995,258.78000000000037,228.73000000000013,382.62000000000023,218.41,213.33999999999946,178.85000000000025,175.72999999999973,354.78999999999905,256.5899999999995,225.26000000000002,224.6699999999994,296.07000000000005,254.33000000000104,247.4899999999998,292.3399999999998,244.26999999999936,224.38000000000056,260.35999999999973,254.48999999999984,239.29999999999944,246.11000000000087,297.67,202.14999999999992,241.06000000000088,258.5399999999996,335.6000000000019,309.17000000000013,195.2599999999995,398.09000000000106,330.54000000000093,61.83000000000009
Fold1,>Q9CD58,298.49000000000086,276.4099999999998,364.97999999999956,349.7699999999992,383.75999999999976,420.64000000000095,458.67999999999955,510.34000000000003,298.3999999999989,311.070000000002,320.81000000000006,307.56999999999937,360.52999999999935,323.0200000000012,407.46000000000123,346.0300000000013,412.69000000000017,332.5700000000016,509.3299999999984,285.8199999999989,263.98999999999853,447.2600000000035,323.0600000000003,311.64999999999793,321.1499999999987,436.2200000000017,552.3200000000015,432.2299999999975,341.65999999999855,296.1500000000015,208.3100000000005,483.14999999999776,488.9700000000019,440.13999999999896,332.51000000000073,359.2900000000001,301.7500000000008,482.84000000000026,367.66000000000065,383.0199999999977,329.74000000000046,306.27999999999844,484.3800000000011,288.5900000000006,332.5700000000013,416.9100000000001,251.19999999999894,278.00999999999976,311.8999999999989,411.3100000000033,397.77999999999986,401.8999999999999,557.850000000003,481.7400000000004,204.05000000000004
Fold1,>P46922,112.41999999999999,106.21000000000028,148.12000000000006,135.46000000000004,135.07000000000005,152.77999999999994,175.21000000000004,191.95999999999987,117.76999999999997,119.66000000000004,119.50000000000009,118.59000000000017,134.89000000000016,129.96999999999997,169.31999999999974,127.53,163.06,119.77000000000005,185.37999999999997,111.46000000000006,99.75999999999988,162.95999999999987,124.21000000000006,119.60000000000011,120.36000000000011,159.33000000000015,214.2600000000001,159.64000000000007,133.61999999999975,114.86000000000017,77.2099999999999,175.35999999999996,175.27999999999992,157.9500000000001,132.19999999999996,135.50999999999985,115.64999999999979,180.48,131.65000000000006,133.52000000000004,119.15,116.0199999999999,180.6899999999998,107.42000000000021,124.62999999999994,152.67999999999964,91.67000000000017,105.65000000000005,112.9300000000001,154.29000000000025,145.27000000000015,152.67999999999986,210.84999999999974,183.54000000000013,77.82000000000006
Fold1,>P46105,258.2899999999997,191.8600000000003,290.25000000000034,291.0199999999992,235.46999999999983,361.8700000000012,317.8199999999999,416.31000000000034,209.35000000000045,207.23000000000124,277.9000000000013,211.7100000000002,212.03000000000029,234.95000000000002,285.7599999999992,296.94000000000045,324.0999999999991,283.65000000000106,325.3499999999992,206.35999999999993,241.25999999999868,387.4400000000019,243.59000000000074,264.8399999999997,281.41,281.54000000000036,443.3100000000009,276.23999999999984,233.97999999999973,200.45000000000059,194.98000000000022,400.0799999999985,319.96000000000015,284.18999999999994,240.22999999999925,329.88000000000017,275.5200000000009,307.77999999999986,325.6600000000004,296.84999999999917,251.8100000000004,279.8799999999995,309.82999999999976,256.1599999999997,292.8900000000009,350.50999999999993,215.56000000000012,255.3200000000006,281.22999999999945,375.4500000000029,340.01999999999987,247.06999999999942,458.9000000000017,364.3200000000009,92.28000000000002
Fold1,>O31652,151.34999999999988,125.83000000000023,157.9799999999999,173.9699999999997,126.61000000000006,205.9799999999999,199.3100000000002,232.24999999999955,136.11999999999992,134.56000000000012,164.2200000000003,137.3600000000001,107.77000000000018,151.07000000000028,177.57999999999984,170.90000000000023,177.4599999999998,164.68,165.89999999999992,130.78000000000011,137.9199999999998,208.36999999999983,157.19999999999993,168.33000000000015,167.47000000000006,144.4599999999999,237.8400000000002,142.50000000000003,148.80999999999975,121.52999999999997,105.14999999999986,216.8299999999999,161.91999999999987,143.7100000000001,154.73999999999992,182.09999999999988,155.62000000000003,158.58000000000004,184.4099999999999,143.08000000000007,155.4100000000001,167.63,157.78999999999968,147.54999999999998,157.0000000000001,188.15999999999977,125.21000000000006,148.4900000000002,154.48000000000025,209.17000000000058,192.95999999999975,127.33,248.20000000000005,217.41000000000022,50.48000000000008
Fold1,>Q07833,829.9999999999927,836.7800000000044,1008.4899999999998,1065.569999999991,1246.0400000000077,1118.2399999999957,1388.9900000000036,1455.7800000000072,909.8099999999914,967.9400000000072,861.479999999993,941.5400000000151,1170.6299999999965,1000.0599999999978,1378.8399999999938,981.5999999999935,1189.2799999999943,896.9599999999865,1575.3700000000176,855.7399999999948,677.149999999998,1206.640000000003,962.2800000000035,842.8799999999909,851.6800000000054,1327.2900000000006,1666.9200000000185,1304.0699999999936,1021.6800000000013,909.3000000000019,527.4900000000018,1335.0400000000006,1508.150000000004,1339.5500000000045,1022.4800000000023,956.8500000000108,793.8000000000078,1535.1299999999778,959.4699999999831,1073.679999999996,868.6399999999863,800.1400000000042,1571.8100000000322,762.1799999999976,927.8200000000072,1131.3800000000074,645.089999999997,725.8300000000008,817.2599999999899,1127.00999999999,1080.9599999999898,1271.2700000000204,1589.2300000000243,1407.3700000000008,633.6899999999904
Fold1,>P33251,137.8099999999998,117.96000000000018,144.58999999999997,167.10999999999996,114.48,194.81999999999994,191.25000000000006,217.6499999999996,126.80999999999993,126.3300000000002,156.57000000000033,129.88000000000017,98.11000000000013,144.39999999999998,174.1599999999997,158.73,164.47000000000014,152.28000000000014,151.97999999999985,118.66000000000003,133.9599999999997,191.14999999999978,148.7600000000002,160.07999999999998,160.79000000000013,132.92999999999992,224.08,129.83,139.33999999999975,117.18999999999993,98.24999999999983,201.4599999999998,155.85999999999984,136.6300000000002,148.0200000000001,171.76999999999987,148.37000000000006,146.9700000000001,170.2599999999999,128.1500000000002,147.13000000000014,157.47999999999982,139.28,137.55000000000013,143.78999999999996,170.73999999999992,120.58000000000008,138.88000000000025,147.35000000000005,192.1300000000005,178.4199999999999,120.81000000000002,231.64999999999986,211.6600000000005,40.900000000000084
Fold1,>O06493,236.7799999999999,182.5200000000001,245.07000000000028,268.6199999999987,190.50000000000003,321.93000000000006,291.42000000000013,365.02999999999986,198.91000000000028,194.6500000000009,255.5800000000012,200.71000000000015,162.9100000000002,225.64000000000016,270.2799999999991,269.62000000000023,274.53999999999996,256.36000000000047,255.54000000000028,189.97000000000006,223.83999999999938,330.90000000000043,237.00000000000006,258.90000000000003,261.98,221.99000000000012,374.97000000000065,218.66000000000008,220.0099999999994,182.10000000000036,170.89999999999975,342.9799999999991,250.55999999999955,220.35000000000008,229.37999999999911,292.7399999999997,249.72000000000088,240.7999999999998,292.78,230.42999999999938,231.5200000000005,262.58999999999963,239.91999999999985,232.0999999999994,252.85000000000096,293.86999999999983,193.83,235.83000000000087,248.53999999999976,330.60000000000184,302.12,194.99999999999986,393.3000000000014,329.72000000000077,74.69000000000015
Fold1,>O34894,204.87000000000003,221.06000000000037,324.90000000000003,248.869999999999,221.22999999999985,271.72000000000037,361.4899999999996,349.5699999999996,245.0500000000001,254.5800000000014,216.72000000000102,249.67000000000039,277.77999999999986,273.75000000000006,359.65000000000043,224.47000000000043,351.20000000000005,222.5900000000001,344.37999999999954,228.13999999999962,202.70999999999958,290.40000000000055,252.58000000000038,225.5099999999993,233.78000000000068,312.0700000000004,400.63000000000125,332.0899999999996,283.4599999999996,249.2200000000002,139.67999999999967,322.4399999999996,336.49000000000024,310.47000000000025,273.7099999999997,245.20999999999998,226.86000000000078,344.2699999999993,248.4599999999994,216.6399999999995,267.88999999999993,223.83999999999972,336.72000000000025,203.8299999999998,229.05000000000072,288.50999999999993,194.10999999999984,202.4600000000008,213.19999999999953,269.4900000000015,274.97999999999945,301.9199999999992,376.33000000000106,369.09000000000077,205.94999999999982
Fold1,>P53663,142.75999999999996,163.74000000000015,184.10999999999996,188.13999999999942,231.4499999999999,201.39000000000001,268.66999999999996,256.31999999999965,171.10000000000022,192.68000000000038,157.1300000000001,183.52000000000012,215.15999999999977,184.0700000000001,243.4799999999998,165.45000000000022,221.12,157.91999999999993,293.5600000000001,167.77999999999992,110.80999999999996,203.52999999999966,181.38000000000022,148.2200000000002,152.87000000000006,248.0499999999996,286.71000000000106,233.1000000000003,186.69999999999976,164.47000000000014,80.99999999999976,236.82999999999967,268.04,242.42000000000002,192.97000000000006,156.4699999999999,134.66000000000005,281.3499999999995,156.33000000000004,183.4399999999998,178.24000000000035,139.88999999999987,280.41000000000014,133.59000000000026,139.80999999999983,191.73,120.47000000000006,123.40000000000012,139.99999999999986,182.69000000000023,190.70000000000002,227.67999999999975,270.04,265.96000000000026,105.33999999999996
Fold1,>P35165,74.1900000000001,81.9700000000001,102.05999999999992,96.92000000000013,79.58999999999996,96.20999999999991,129.46000000000012,117.70000000000007,90.60999999999997,93.57000000000005,78.25999999999999,91.41000000000005,91.04999999999994,98.55000000000004,122.82999999999993,83.89000000000001,116.10000000000014,84.75999999999998,113.45999999999982,82.26999999999997,70.79999999999994,101.6599999999999,94.33999999999997,81.25,83.25999999999999,105.14999999999999,133.21999999999994,109.34000000000002,102.8499999999999,90.19000000000005,48.869999999999976,112.26999999999995,115.03999999999992,102.74000000000008,98.98,83.82999999999993,78.48999999999995,114.34000000000005,89.85000000000002,70.38000000000005,89.32000000000009,82.02999999999996,115.03999999999989,75.14000000000007,72.40999999999994,101.22999999999989,70.81,73.90000000000002,78.66000000000007,94.61000000000007,100.0800000000001,93.7599999999999,124.07000000000005,130.3499999999999,65.95000000000006
Fold1,>Q08429,48.830000000000055,50.38999999999997,62.41,58.21000000000003,58.669999999999995,65.25999999999998,81.94000000000001,80.55000000000005,54.00999999999997,56.87000000000001,51.14999999999998,55.87999999999998,60.61999999999994,58.96999999999998,74.61999999999996,54.499999999999986,70.98999999999998,53.15999999999998,78.89999999999999,51.5,41.830000000000005,68.80999999999995,57.36999999999999,52.680000000000014,52.58999999999999,69.57999999999994,85.79999999999998,70.44000000000004,63.27000000000004,53.400000000000006,31.150000000000002,74.97,76.90999999999993,71.57000000000004,60.019999999999996,54.25000000000001,48.63999999999998,77.83000000000003,57.78999999999995,54.39000000000004,58.879999999999995,49.41999999999997,78.09999999999998,46.86000000000004,50.95999999999999,68.61000000000001,42.20000000000001,46.090000000000025,48.99000000000002,63.30999999999994,64.25000000000003,64.24999999999996,86.30999999999995,81.9,41.42000000000002
Fold1,>P12667,55.52000000000004,52.73999999999998,72.02999999999999,65.47000000000004,69.49000000000001,72.52999999999996,85.82000000000004,93.29000000000002,58.32999999999995,60.78,57.27,59.25000000000001,71.38999999999993,63.44000000000001,84.88000000000004,63.57000000000001,78.39000000000004,60.68000000000001,94.65999999999993,55.58999999999998,49.42999999999998,80.25999999999995,60.879999999999974,56.24000000000001,56.68000000000001,81.62999999999994,101.78000000000003,84.88000000000002,66.68000000000002,57.98,38.47000000000002,87.82,90.56,79.75000000000007,63.92000000000001,65.08,55.469999999999985,91.20000000000006,66.79999999999997,67.93000000000004,58.510000000000026,56.51999999999998,93.2199999999999,53.41000000000004,61.33999999999997,75.97000000000003,45.95000000000002,51.800000000000004,55.870000000000026,74.02,73.08000000000001,76.97999999999999,101.18,89.74000000000001,47.03000000000004
Fold1,>P13485,283.7499999999998,313.7299999999989,364.21000000000043,356.7299999999987,337.3300000000007,386.41000000000014,501.65,466.5199999999994,340.9399999999995,351.7500000000006,306.7700000000006,348.77000000000015,340.33000000000055,373.34000000000077,464.39000000000135,324.5600000000005,419.6600000000004,315.84000000000077,455.35999999999837,312.8999999999988,259.64999999999935,386.01000000000147,361.2500000000008,332.2199999999995,326.55999999999943,400.90000000000214,519.8300000000019,413.67999999999927,386.3999999999989,333.8400000000015,183.92000000000002,425.2799999999998,446.9400000000015,405.99999999999966,379.4299999999999,326.4300000000009,295.39000000000044,445.03000000000037,342.7700000000007,282.8499999999983,360.0000000000018,309.09,435.2600000000002,276.85999999999933,300.1400000000006,379.46999999999935,254.8999999999997,272.2200000000012,289.8599999999997,366.2100000000019,372.31000000000046,380.0699999999999,497.55000000000206,502.16000000000037,233.5799999999998
Fold1,>P33116,258.2299999999997,252.70999999999975,311.2500000000002,317.3599999999992,251.70000000000016,350.44000000000017,404.4500000000003,414.4599999999995,275.3900000000002,279.22000000000094,282.8300000000012,280.7600000000004,251.17999999999975,309.82000000000073,390.010000000001,291.77000000000044,354.69000000000034,281.3000000000004,344.9399999999995,252.3699999999996,250.01999999999947,348.97000000000077,303.1200000000005,297.5599999999998,297.8699999999997,303.9600000000009,444.4400000000009,311.47999999999973,311.82999999999873,264.6300000000005,177.09999999999997,379.2899999999999,341.56000000000023,308.16,314.0299999999995,307.5000000000007,277.45000000000084,336.82999999999953,312.63000000000056,239.4999999999994,299.820000000001,289.60000000000025,326.7600000000001,255.2899999999991,271.88000000000085,323.93999999999977,232.86999999999958,257.1500000000014,267.8799999999998,340.63000000000164,334.36999999999995,288.72999999999945,441.24000000000166,422.79000000000104,155.81999999999982
